
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 9.0265, tra_acc: 0.8634, tes_acc: 0.4138, tes_loss: 9.8475, best_acc: 0.4138, best_epoch: 1
Epoch 1 tra_loss: 7.6423, tra_acc: 1.0000, tes_acc: 0.4176, tes_loss: 9.7246, best_acc: 0.4176, best_epoch: 2
Epoch 2 tra_loss: 7.3003, tra_acc: 1.0000, tes_acc: 0.4598, tes_loss: 9.4645, best_acc: 0.4598, best_epoch: 3
Epoch 3 tra_loss: 7.1377, tra_acc: 1.0000, tes_acc: 0.4559, tes_loss: 9.2458, best_acc: 0.4598, best_epoch: 3
Epoch 4 tra_loss: 6.9590, tra_acc: 1.0000, tes_acc: 0.5977, tes_loss: 9.0708, best_acc: 0.5977, best_epoch: 5
Epoch 5 tra_loss: 6.8092, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.5378, best_acc: 0.6284, best_epoch: 6
Epoch 6 tra_loss: 6.7069, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.4896, best_acc: 0.6284, best_epoch: 6
Epoch 7 tra_loss: 6.6128, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.3982, best_acc: 0.6284, best_epoch: 6
Epoch 8 tra_loss: 6.5277, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.6704, best_acc: 0.6284, best_epoch: 6
Epoch 9 tra_loss: 6.4360, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.4231, best_acc: 0.6284, best_epoch: 6
Epoch 10 tra_loss: 6.3505, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.1219, best_acc: 0.6284, best_epoch: 6
Epoch 11 tra_loss: 6.2728, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.9059, best_acc: 0.6284, best_epoch: 6
Epoch 12 tra_loss: 6.2017, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.0096, best_acc: 0.6284, best_epoch: 6
Epoch 13 tra_loss: 6.1052, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.9507, best_acc: 0.6284, best_epoch: 6
Epoch 14 tra_loss: 6.0265, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.8390, best_acc: 0.6284, best_epoch: 6
Epoch 15 tra_loss: 5.9457, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.3818, best_acc: 0.6284, best_epoch: 6
Epoch 16 tra_loss: 5.8695, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.7201, best_acc: 0.6284, best_epoch: 6
Epoch 17 tra_loss: 5.7886, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.4048, best_acc: 0.6284, best_epoch: 6
Epoch 18 tra_loss: 5.7089, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.6123, best_acc: 0.6284, best_epoch: 6
Epoch 19 tra_loss: 5.6263, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.9644, best_acc: 0.6284, best_epoch: 6
Epoch 20 tra_loss: 5.5493, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.1285, best_acc: 0.6284, best_epoch: 6
Epoch 21 tra_loss: 5.4665, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.2840, best_acc: 0.6284, best_epoch: 6
Epoch 22 tra_loss: 5.4150, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.9966, best_acc: 0.6284, best_epoch: 6
Epoch 23 tra_loss: 5.3479, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.9145, best_acc: 0.6284, best_epoch: 6
Epoch 24 tra_loss: 5.2354, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.2403, best_acc: 0.6284, best_epoch: 6
Epoch 25 tra_loss: 5.1448, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.0835, best_acc: 0.6284, best_epoch: 6
Epoch 26 tra_loss: 5.0700, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.7875, best_acc: 0.6284, best_epoch: 6
Epoch 27 tra_loss: 5.0083, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.7651, best_acc: 0.6284, best_epoch: 6
Epoch 28 tra_loss: 4.9282, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.7462, best_acc: 0.6284, best_epoch: 6
Epoch 29 tra_loss: 4.8700, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.8046, best_acc: 0.6284, best_epoch: 6
Epoch 30 tra_loss: 4.8046, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.4791, best_acc: 0.6284, best_epoch: 6
Epoch 31 tra_loss: 4.7672, tra_acc: 1.0000, tes_acc: 0.5747, tes_loss: 6.8205, best_acc: 0.6284, best_epoch: 6
Epoch 32 tra_loss: 4.6777, tra_acc: 1.0000, tes_acc: 0.5939, tes_loss: 6.5622, best_acc: 0.6284, best_epoch: 6
Epoch 33 tra_loss: 4.6405, tra_acc: 1.0000, tes_acc: 0.6169, tes_loss: 6.6720, best_acc: 0.6284, best_epoch: 6
Epoch 34 tra_loss: 4.5659, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.4373, best_acc: 0.6284, best_epoch: 6
Epoch 35 tra_loss: 4.5111, tra_acc: 1.0000, tes_acc: 0.6322, tes_loss: 6.7684, best_acc: 0.6322, best_epoch: 36
Epoch 36 tra_loss: 4.4540, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.3939, best_acc: 0.6322, best_epoch: 36
Epoch 37 tra_loss: 4.3761, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 6.6364, best_acc: 0.6322, best_epoch: 36
Epoch 38 tra_loss: 4.3200, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 6.0396, best_acc: 0.6322, best_epoch: 36
Epoch 39 tra_loss: 4.2289, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 6.2854, best_acc: 0.6322, best_epoch: 36
Epoch 40 tra_loss: 4.1896, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 6.3255, best_acc: 0.6322, best_epoch: 36
Epoch 41 tra_loss: 4.1479, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 6.4436, best_acc: 0.6322, best_epoch: 36
Epoch 42 tra_loss: 4.0498, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 6.1827, best_acc: 0.6322, best_epoch: 36
Epoch 43 tra_loss: 3.9967, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 5.6242, best_acc: 0.6322, best_epoch: 36
Epoch 44 tra_loss: 3.9193, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 5.2866, best_acc: 0.6322, best_epoch: 36
