
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 16.4129, tra_acc: 0.8546, tes_acc: 0.6973, tes_loss: 17.6079, best_acc: 0.6973, best_epoch: 1
Epoch 1 tra_loss: 14.8350, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 17.1891, best_acc: 0.6973, best_epoch: 1
Epoch 2 tra_loss: 14.1842, tra_acc: 1.0000, tes_acc: 0.5632, tes_loss: 16.7093, best_acc: 0.6973, best_epoch: 1
Epoch 3 tra_loss: 13.7405, tra_acc: 1.0000, tes_acc: 0.6130, tes_loss: 15.8895, best_acc: 0.6973, best_epoch: 1
Epoch 4 tra_loss: 13.4079, tra_acc: 1.0000, tes_acc: 0.7088, tes_loss: 15.1113, best_acc: 0.7088, best_epoch: 5
Epoch 5 tra_loss: 13.0107, tra_acc: 1.0000, tes_acc: 0.6130, tes_loss: 14.7246, best_acc: 0.7088, best_epoch: 5
Epoch 6 tra_loss: 12.7047, tra_acc: 1.0000, tes_acc: 0.7126, tes_loss: 14.4495, best_acc: 0.7126, best_epoch: 7
Epoch 7 tra_loss: 12.4134, tra_acc: 1.0000, tes_acc: 0.7203, tes_loss: 14.0074, best_acc: 0.7203, best_epoch: 8
Epoch 8 tra_loss: 12.0676, tra_acc: 1.0000, tes_acc: 0.7203, tes_loss: 13.6786, best_acc: 0.7203, best_epoch: 8
Epoch 9 tra_loss: 11.7694, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 13.3121, best_acc: 0.7203, best_epoch: 8
Epoch 10 tra_loss: 11.4620, tra_acc: 1.0000, tes_acc: 0.6513, tes_loss: 12.9780, best_acc: 0.7203, best_epoch: 8
Epoch 11 tra_loss: 11.1728, tra_acc: 1.0000, tes_acc: 0.6513, tes_loss: 13.0190, best_acc: 0.7203, best_epoch: 8
Epoch 12 tra_loss: 10.8851, tra_acc: 1.0000, tes_acc: 0.6973, tes_loss: 12.5137, best_acc: 0.7203, best_epoch: 8
Epoch 13 tra_loss: 10.6012, tra_acc: 1.0000, tes_acc: 0.7203, tes_loss: 12.3365, best_acc: 0.7203, best_epoch: 8
Epoch 14 tra_loss: 10.3211, tra_acc: 1.0000, tes_acc: 0.7203, tes_loss: 12.0129, best_acc: 0.7203, best_epoch: 8
Epoch 15 tra_loss: 10.0435, tra_acc: 1.0000, tes_acc: 0.6743, tes_loss: 11.6502, best_acc: 0.7203, best_epoch: 8
Epoch 16 tra_loss: 9.7724, tra_acc: 1.0000, tes_acc: 0.6437, tes_loss: 11.2742, best_acc: 0.7203, best_epoch: 8
Epoch 17 tra_loss: 9.5074, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 11.1303, best_acc: 0.7203, best_epoch: 8
Epoch 18 tra_loss: 9.2842, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 10.8512, best_acc: 0.7203, best_epoch: 8
Epoch 19 tra_loss: 9.0382, tra_acc: 1.0000, tes_acc: 0.7203, tes_loss: 10.7512, best_acc: 0.7203, best_epoch: 8
Epoch 20 tra_loss: 8.8090, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 10.4769, best_acc: 0.7203, best_epoch: 8
Epoch 21 tra_loss: 8.5899, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 10.4269, best_acc: 0.7203, best_epoch: 8
