
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 11.7491, tra_acc: 0.9369, tes_acc: 0.1685, tes_loss: 13.0744, best_acc: 0.1685, best_epoch: 1
Epoch 1 tra_loss: 10.3566, tra_acc: 1.0000, tes_acc: 0.4569, tes_loss: 12.6017, best_acc: 0.4569, best_epoch: 2
Epoch 2 tra_loss: 9.8355, tra_acc: 1.0000, tes_acc: 0.4569, tes_loss: 11.7502, best_acc: 0.4569, best_epoch: 2
Epoch 3 tra_loss: 9.4944, tra_acc: 1.0000, tes_acc: 0.6030, tes_loss: 10.9057, best_acc: 0.6030, best_epoch: 4
Epoch 4 tra_loss: 9.1871, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.3917, best_acc: 0.7828, best_epoch: 5
Epoch 5 tra_loss: 8.8872, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.9509, best_acc: 0.7828, best_epoch: 5
Epoch 6 tra_loss: 8.6099, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.5301, best_acc: 0.7828, best_epoch: 5
Epoch 7 tra_loss: 8.3118, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.1484, best_acc: 0.7828, best_epoch: 5
Epoch 8 tra_loss: 8.0334, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.9029, best_acc: 0.7828, best_epoch: 5
Epoch 9 tra_loss: 7.7467, tra_acc: 1.0000, tes_acc: 0.8052, tes_loss: 8.5775, best_acc: 0.8052, best_epoch: 10
Epoch 10 tra_loss: 7.4708, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.3318, best_acc: 0.8052, best_epoch: 10
Epoch 11 tra_loss: 7.2038, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.0697, best_acc: 0.8052, best_epoch: 10
Epoch 12 tra_loss: 6.9423, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 7.7980, best_acc: 0.8052, best_epoch: 10
Epoch 13 tra_loss: 6.6960, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 7.5172, best_acc: 0.8052, best_epoch: 10
Epoch 14 tra_loss: 6.4627, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 7.2992, best_acc: 0.8052, best_epoch: 10
Epoch 15 tra_loss: 6.2449, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 7.0192, best_acc: 0.8052, best_epoch: 10
Epoch 16 tra_loss: 6.0279, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 6.9488, best_acc: 0.8052, best_epoch: 10
Epoch 17 tra_loss: 5.8237, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 6.6464, best_acc: 0.8052, best_epoch: 10
Epoch 18 tra_loss: 5.6398, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 6.6432, best_acc: 0.8052, best_epoch: 10
Epoch 19 tra_loss: 5.4946, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 6.5690, best_acc: 0.8052, best_epoch: 10
