
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 16.2361, tra_acc: 0.9319, tes_acc: 0.7376, tes_loss: 17.5105, best_acc: 0.7376, best_epoch: 1
Epoch 1 tra_loss: 14.5875, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 17.2754, best_acc: 0.7376, best_epoch: 1
Epoch 2 tra_loss: 14.0641, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 16.9885, best_acc: 0.7376, best_epoch: 1
Epoch 3 tra_loss: 13.7444, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 16.6236, best_acc: 0.7376, best_epoch: 1
Epoch 4 tra_loss: 13.4852, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 16.0267, best_acc: 0.7376, best_epoch: 1
Epoch 5 tra_loss: 13.2134, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 15.4249, best_acc: 0.7376, best_epoch: 1
Epoch 6 tra_loss: 12.9293, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 15.0356, best_acc: 0.7376, best_epoch: 1
Epoch 7 tra_loss: 12.6788, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 14.6698, best_acc: 0.7376, best_epoch: 1
Epoch 8 tra_loss: 12.4232, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 14.3250, best_acc: 0.7376, best_epoch: 1
Epoch 9 tra_loss: 12.1646, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 14.0843, best_acc: 0.7376, best_epoch: 1
Epoch 10 tra_loss: 11.9132, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 13.8190, best_acc: 0.7376, best_epoch: 1
Epoch 11 tra_loss: 11.6783, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 13.5512, best_acc: 0.7376, best_epoch: 1
Epoch 12 tra_loss: 11.4292, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 13.2911, best_acc: 0.7376, best_epoch: 1
Epoch 13 tra_loss: 11.1960, tra_acc: 1.0000, tes_acc: 0.6880, tes_loss: 13.0003, best_acc: 0.7376, best_epoch: 1
Epoch 14 tra_loss: 10.9453, tra_acc: 1.0000, tes_acc: 0.7114, tes_loss: 12.7583, best_acc: 0.7376, best_epoch: 1
Epoch 15 tra_loss: 10.7281, tra_acc: 1.0000, tes_acc: 0.7143, tes_loss: 12.5341, best_acc: 0.7376, best_epoch: 1
Epoch 16 tra_loss: 10.4697, tra_acc: 1.0000, tes_acc: 0.7668, tes_loss: 12.3090, best_acc: 0.7668, best_epoch: 17
Epoch 17 tra_loss: 10.2438, tra_acc: 1.0000, tes_acc: 0.7959, tes_loss: 12.0863, best_acc: 0.7959, best_epoch: 18
Epoch 18 tra_loss: 10.0123, tra_acc: 1.0000, tes_acc: 0.8105, tes_loss: 11.8878, best_acc: 0.8105, best_epoch: 19
Epoch 19 tra_loss: 9.7839, tra_acc: 1.0000, tes_acc: 0.7843, tes_loss: 11.6247, best_acc: 0.8105, best_epoch: 19
Epoch 20 tra_loss: 9.5643, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 11.3877, best_acc: 0.8105, best_epoch: 19
Epoch 21 tra_loss: 9.3381, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 11.1664, best_acc: 0.8105, best_epoch: 19
Epoch 22 tra_loss: 9.1199, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 10.9806, best_acc: 0.8105, best_epoch: 19
Epoch 23 tra_loss: 8.9101, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 10.7368, best_acc: 0.8105, best_epoch: 19
Epoch 24 tra_loss: 8.7134, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 10.5441, best_acc: 0.8105, best_epoch: 19
Epoch 25 tra_loss: 8.5238, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 10.3259, best_acc: 0.8105, best_epoch: 19
Epoch 26 tra_loss: 8.3487, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 10.1898, best_acc: 0.8105, best_epoch: 19
Epoch 27 tra_loss: 8.1549, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 9.9689, best_acc: 0.8105, best_epoch: 19
Epoch 28 tra_loss: 7.9741, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 9.8110, best_acc: 0.8105, best_epoch: 19
Epoch 29 tra_loss: 7.8037, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 9.6302, best_acc: 0.8105, best_epoch: 19
Epoch 30 tra_loss: 7.6330, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 9.5009, best_acc: 0.8105, best_epoch: 19
Epoch 31 tra_loss: 7.4747, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 9.3152, best_acc: 0.8105, best_epoch: 19
Epoch 32 tra_loss: 7.3326, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 9.1677, best_acc: 0.8105, best_epoch: 19
Epoch 33 tra_loss: 7.2013, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 9.0397, best_acc: 0.8105, best_epoch: 19
Epoch 34 tra_loss: 7.0879, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 8.9610, best_acc: 0.8105, best_epoch: 19
Epoch 35 tra_loss: 6.9896, tra_acc: 1.0000, tes_acc: 0.6822, tes_loss: 8.7947, best_acc: 0.8105, best_epoch: 19
