
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 14.4410, tra_acc: 0.8897, tes_acc: 0.3142, tes_loss: 15.8241, best_acc: 0.3142, best_epoch: 1
Epoch 1 tra_loss: 12.7314, tra_acc: 1.0000, tes_acc: 0.7318, tes_loss: 15.3442, best_acc: 0.7318, best_epoch: 2
Epoch 2 tra_loss: 12.0802, tra_acc: 1.0000, tes_acc: 0.5057, tes_loss: 14.7540, best_acc: 0.7318, best_epoch: 2
Epoch 3 tra_loss: 11.6203, tra_acc: 1.0000, tes_acc: 0.5900, tes_loss: 14.0367, best_acc: 0.7318, best_epoch: 2
Epoch 4 tra_loss: 11.2229, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 13.1951, best_acc: 0.7318, best_epoch: 2
Epoch 5 tra_loss: 10.8940, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 12.5112, best_acc: 0.7318, best_epoch: 2
Epoch 6 tra_loss: 10.5629, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 12.0557, best_acc: 0.7318, best_epoch: 2
Epoch 7 tra_loss: 10.2713, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 11.6987, best_acc: 0.7318, best_epoch: 2
Epoch 8 tra_loss: 9.9580, tra_acc: 1.0000, tes_acc: 0.7203, tes_loss: 11.6463, best_acc: 0.7318, best_epoch: 2
Epoch 9 tra_loss: 9.6551, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 11.1701, best_acc: 0.7318, best_epoch: 2
Epoch 10 tra_loss: 9.3735, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 10.8825, best_acc: 0.7318, best_epoch: 2
Epoch 11 tra_loss: 9.0977, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 10.5118, best_acc: 0.7318, best_epoch: 2
Epoch 12 tra_loss: 8.8222, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 10.3283, best_acc: 0.7318, best_epoch: 2
Epoch 13 tra_loss: 8.5483, tra_acc: 1.0000, tes_acc: 0.6437, tes_loss: 9.8666, best_acc: 0.7318, best_epoch: 2
Epoch 14 tra_loss: 8.3053, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 10.0079, best_acc: 0.7318, best_epoch: 2
Epoch 15 tra_loss: 8.1076, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 9.5065, best_acc: 0.7318, best_epoch: 2
Epoch 16 tra_loss: 7.8220, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 9.4584, best_acc: 0.7318, best_epoch: 2
Epoch 17 tra_loss: 7.6057, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 9.3176, best_acc: 0.7318, best_epoch: 2
Epoch 18 tra_loss: 7.3877, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 8.8977, best_acc: 0.7318, best_epoch: 2
Epoch 19 tra_loss: 7.1920, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 8.8415, best_acc: 0.7318, best_epoch: 2
Epoch 20 tra_loss: 6.9960, tra_acc: 1.0000, tes_acc: 0.5594, tes_loss: 8.6927, best_acc: 0.7318, best_epoch: 2
Epoch 21 tra_loss: 6.8220, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 8.4262, best_acc: 0.7318, best_epoch: 2
Epoch 22 tra_loss: 6.6431, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.1836, best_acc: 0.7318, best_epoch: 2
Epoch 23 tra_loss: 6.4814, tra_acc: 1.0000, tes_acc: 0.6475, tes_loss: 8.1213, best_acc: 0.7318, best_epoch: 2
Epoch 24 tra_loss: 6.4206, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.0800, best_acc: 0.7318, best_epoch: 2
Epoch 25 tra_loss: 6.3298, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.8394, best_acc: 0.7318, best_epoch: 2
Epoch 26 tra_loss: 6.2830, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 7.8975, best_acc: 0.7318, best_epoch: 2
Epoch 27 tra_loss: 6.2047, tra_acc: 1.0000, tes_acc: 0.5670, tes_loss: 7.6642, best_acc: 0.7318, best_epoch: 2
Epoch 28 tra_loss: 6.1274, tra_acc: 1.0000, tes_acc: 0.5556, tes_loss: 7.8362, best_acc: 0.7318, best_epoch: 2
Epoch 29 tra_loss: 6.0666, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.8291, best_acc: 0.7318, best_epoch: 2
Epoch 30 tra_loss: 6.0624, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 8.0223, best_acc: 0.7318, best_epoch: 2
Epoch 31 tra_loss: 5.9983, tra_acc: 1.0000, tes_acc: 0.6169, tes_loss: 8.5932, best_acc: 0.7318, best_epoch: 2
Epoch 32 tra_loss: 5.9051, tra_acc: 1.0000, tes_acc: 0.6628, tes_loss: 8.3018, best_acc: 0.7318, best_epoch: 2
Epoch 33 tra_loss: 5.8587, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 7.5257, best_acc: 0.7318, best_epoch: 2
Epoch 34 tra_loss: 5.7886, tra_acc: 1.0000, tes_acc: 0.7203, tes_loss: 7.3332, best_acc: 0.7318, best_epoch: 2
