
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 14.4418, tra_acc: 0.8520, tes_acc: 0.4310, tes_loss: 15.3005, best_acc: 0.4310, best_epoch: 1
Epoch 1 tra_loss: 12.5019, tra_acc: 1.0000, tes_acc: 0.3310, tes_loss: 15.3145, best_acc: 0.4310, best_epoch: 1

---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 14.4418, tra_acc: 0.8520, tes_acc: 0.4310, tes_loss: 15.3005, best_acc: 0.4310, best_epoch: 1
Epoch 1 tra_loss: 12.5019, tra_acc: 1.0000, tes_acc: 0.3310, tes_loss: 15.3145, best_acc: 0.4310, best_epoch: 1
Epoch 2 tra_loss: 11.5565, tra_acc: 1.0000, tes_acc: 0.4517, tes_loss: 13.8999, best_acc: 0.4517, best_epoch: 3
Epoch 3 tra_loss: 10.8637, tra_acc: 1.0000, tes_acc: 0.4552, tes_loss: 13.1048, best_acc: 0.4552, best_epoch: 4
Epoch 4 tra_loss: 10.2653, tra_acc: 1.0000, tes_acc: 0.6345, tes_loss: 12.4080, best_acc: 0.6345, best_epoch: 5
Epoch 5 tra_loss: 9.7907, tra_acc: 1.0000, tes_acc: 0.5828, tes_loss: 11.7672, best_acc: 0.6345, best_epoch: 5
Epoch 6 tra_loss: 9.3524, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.6356, best_acc: 0.6345, best_epoch: 5
Epoch 7 tra_loss: 8.9636, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 11.5540, best_acc: 0.6345, best_epoch: 5
Epoch 8 tra_loss: 8.5991, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.3838, best_acc: 0.6345, best_epoch: 5
Epoch 9 tra_loss: 8.2615, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.3300, best_acc: 0.6345, best_epoch: 5
Epoch 10 tra_loss: 7.8816, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.2112, best_acc: 0.6345, best_epoch: 5
Epoch 11 tra_loss: 7.5406, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 10.8414, best_acc: 0.6345, best_epoch: 5
