
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 13.5247, tra_acc: 0.8595, tes_acc: 0.4569, tes_loss: 14.2664, best_acc: 0.4569, best_epoch: 1
Epoch 1 tra_loss: 11.9558, tra_acc: 1.0000, tes_acc: 0.3933, tes_loss: 13.0459, best_acc: 0.4569, best_epoch: 1
Epoch 2 tra_loss: 11.4452, tra_acc: 1.0000, tes_acc: 0.3933, tes_loss: 12.1210, best_acc: 0.4569, best_epoch: 1
Epoch 3 tra_loss: 11.1463, tra_acc: 1.0000, tes_acc: 0.2884, tes_loss: 11.8661, best_acc: 0.4569, best_epoch: 1
Epoch 4 tra_loss: 10.9377, tra_acc: 1.0000, tes_acc: 0.2884, tes_loss: 12.0025, best_acc: 0.4569, best_epoch: 1
Epoch 5 tra_loss: 10.6158, tra_acc: 1.0000, tes_acc: 0.3483, tes_loss: 11.9875, best_acc: 0.4569, best_epoch: 1
Epoch 6 tra_loss: 10.4147, tra_acc: 1.0000, tes_acc: 0.4345, tes_loss: 12.2193, best_acc: 0.4569, best_epoch: 1
Epoch 7 tra_loss: 10.2239, tra_acc: 1.0000, tes_acc: 0.7303, tes_loss: 11.6556, best_acc: 0.7303, best_epoch: 8
Epoch 8 tra_loss: 10.0997, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 11.4082, best_acc: 0.7828, best_epoch: 9
Epoch 9 tra_loss: 9.9494, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.8442, best_acc: 0.7828, best_epoch: 9
Epoch 10 tra_loss: 9.7997, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.8367, best_acc: 0.7828, best_epoch: 9
Epoch 11 tra_loss: 9.6777, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.8306, best_acc: 0.7828, best_epoch: 9
Epoch 12 tra_loss: 9.5719, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.7402, best_acc: 0.7828, best_epoch: 9
Epoch 13 tra_loss: 9.4412, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.4898, best_acc: 0.7828, best_epoch: 9
Epoch 14 tra_loss: 9.3233, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.3574, best_acc: 0.7828, best_epoch: 9
Epoch 15 tra_loss: 9.1860, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.2715, best_acc: 0.7828, best_epoch: 9
Epoch 16 tra_loss: 9.0632, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.1335, best_acc: 0.7828, best_epoch: 9
Epoch 17 tra_loss: 8.9422, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 10.1207, best_acc: 0.7828, best_epoch: 9
Epoch 18 tra_loss: 8.8238, tra_acc: 1.0000, tes_acc: 0.7303, tes_loss: 10.0147, best_acc: 0.7828, best_epoch: 9
Epoch 19 tra_loss: 8.7130, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.8840, best_acc: 0.7828, best_epoch: 9
Epoch 20 tra_loss: 8.5961, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.7894, best_acc: 0.7828, best_epoch: 9
Epoch 21 tra_loss: 8.4929, tra_acc: 1.0000, tes_acc: 0.7341, tes_loss: 9.6410, best_acc: 0.7828, best_epoch: 9
Epoch 22 tra_loss: 8.3722, tra_acc: 1.0000, tes_acc: 0.7116, tes_loss: 9.5790, best_acc: 0.7828, best_epoch: 9
Epoch 23 tra_loss: 8.2728, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.4154, best_acc: 0.7828, best_epoch: 9
Epoch 24 tra_loss: 8.1645, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.3238, best_acc: 0.7828, best_epoch: 9
Epoch 25 tra_loss: 8.0688, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.2145, best_acc: 0.7828, best_epoch: 9
Epoch 26 tra_loss: 7.9567, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 9.0522, best_acc: 0.7828, best_epoch: 9
Epoch 27 tra_loss: 7.8600, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.8733, best_acc: 0.7828, best_epoch: 9
Epoch 28 tra_loss: 7.7581, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.7646, best_acc: 0.7828, best_epoch: 9
Epoch 29 tra_loss: 7.6616, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.8215, best_acc: 0.7828, best_epoch: 9
Epoch 30 tra_loss: 7.5626, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.7723, best_acc: 0.7828, best_epoch: 9
Epoch 31 tra_loss: 7.4669, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.4910, best_acc: 0.7828, best_epoch: 9
Epoch 32 tra_loss: 7.3780, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.5458, best_acc: 0.7828, best_epoch: 9
Epoch 33 tra_loss: 7.2797, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.4690, best_acc: 0.7828, best_epoch: 9
Epoch 34 tra_loss: 7.1936, tra_acc: 1.0000, tes_acc: 0.6929, tes_loss: 8.4235, best_acc: 0.7828, best_epoch: 9
Epoch 35 tra_loss: 7.1058, tra_acc: 1.0000, tes_acc: 0.7828, tes_loss: 8.1740, best_acc: 0.7828, best_epoch: 9
Epoch 36 tra_loss: 7.0246, tra_acc: 1.0000, tes_acc: 0.8464, tes_loss: 8.0988, best_acc: 0.8464, best_epoch: 37
Epoch 37 tra_loss: 6.9498, tra_acc: 1.0000, tes_acc: 0.8464, tes_loss: 7.7416, best_acc: 0.8464, best_epoch: 37
Epoch 38 tra_loss: 6.8578, tra_acc: 1.0000, tes_acc: 0.8464, tes_loss: 7.8072, best_acc: 0.8464, best_epoch: 37
Epoch 39 tra_loss: 6.7892, tra_acc: 1.0000, tes_acc: 0.7303, tes_loss: 8.1070, best_acc: 0.8464, best_epoch: 37
Epoch 40 tra_loss: 6.7073, tra_acc: 1.0000, tes_acc: 0.5206, tes_loss: 8.1468, best_acc: 0.8464, best_epoch: 37
Epoch 41 tra_loss: 6.6225, tra_acc: 1.0000, tes_acc: 0.6592, tes_loss: 7.9666, best_acc: 0.8464, best_epoch: 37
Epoch 42 tra_loss: 6.5358, tra_acc: 1.0000, tes_acc: 0.3745, tes_loss: 7.8534, best_acc: 0.8464, best_epoch: 37
Epoch 43 tra_loss: 6.4493, tra_acc: 1.0000, tes_acc: 0.6067, tes_loss: 7.8078, best_acc: 0.8464, best_epoch: 37
