
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 16.4964, tra_acc: 0.8879, tes_acc: 0.3870, tes_loss: 17.6650, best_acc: 0.3870, best_epoch: 1
Epoch 1 tra_loss: 14.9546, tra_acc: 1.0000, tes_acc: 0.7701, tes_loss: 17.1862, best_acc: 0.7701, best_epoch: 2
Epoch 2 tra_loss: 14.3239, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 16.6726, best_acc: 0.7701, best_epoch: 2
Epoch 3 tra_loss: 13.8418, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 16.2434, best_acc: 0.7701, best_epoch: 2
Epoch 4 tra_loss: 13.4062, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 15.6391, best_acc: 0.7701, best_epoch: 2
Epoch 5 tra_loss: 13.0858, tra_acc: 1.0000, tes_acc: 0.5862, tes_loss: 15.2230, best_acc: 0.7701, best_epoch: 2
Epoch 6 tra_loss: 12.7752, tra_acc: 1.0000, tes_acc: 0.6245, tes_loss: 15.0679, best_acc: 0.7701, best_epoch: 2
Epoch 7 tra_loss: 12.4768, tra_acc: 1.0000, tes_acc: 0.6782, tes_loss: 14.8772, best_acc: 0.7701, best_epoch: 2
Epoch 8 tra_loss: 12.1836, tra_acc: 1.0000, tes_acc: 0.5862, tes_loss: 14.2465, best_acc: 0.7701, best_epoch: 2
Epoch 9 tra_loss: 11.9073, tra_acc: 1.0000, tes_acc: 0.5862, tes_loss: 14.2478, best_acc: 0.7701, best_epoch: 2
Epoch 10 tra_loss: 11.6075, tra_acc: 1.0000, tes_acc: 0.6245, tes_loss: 13.8057, best_acc: 0.7701, best_epoch: 2
Epoch 11 tra_loss: 11.3197, tra_acc: 1.0000, tes_acc: 0.5747, tes_loss: 13.8285, best_acc: 0.7701, best_epoch: 2
Epoch 12 tra_loss: 11.0269, tra_acc: 1.0000, tes_acc: 0.5824, tes_loss: 13.2364, best_acc: 0.7701, best_epoch: 2
Epoch 13 tra_loss: 10.7426, tra_acc: 1.0000, tes_acc: 0.5939, tes_loss: 13.4002, best_acc: 0.7701, best_epoch: 2
Epoch 14 tra_loss: 10.4779, tra_acc: 1.0000, tes_acc: 0.5939, tes_loss: 12.6533, best_acc: 0.7701, best_epoch: 2
Epoch 15 tra_loss: 10.2146, tra_acc: 1.0000, tes_acc: 0.5939, tes_loss: 12.7685, best_acc: 0.7701, best_epoch: 2
Epoch 16 tra_loss: 9.9697, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 12.2558, best_acc: 0.7701, best_epoch: 2
Epoch 17 tra_loss: 9.7143, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 12.0004, best_acc: 0.7701, best_epoch: 2
Epoch 18 tra_loss: 9.4921, tra_acc: 1.0000, tes_acc: 0.6054, tes_loss: 11.7443, best_acc: 0.7701, best_epoch: 2
Epoch 19 tra_loss: 9.2654, tra_acc: 1.0000, tes_acc: 0.5977, tes_loss: 11.6146, best_acc: 0.7701, best_epoch: 2
Epoch 20 tra_loss: 9.0631, tra_acc: 1.0000, tes_acc: 0.5977, tes_loss: 11.8994, best_acc: 0.7701, best_epoch: 2
Epoch 21 tra_loss: 8.8556, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 11.0860, best_acc: 0.7701, best_epoch: 2
Epoch 22 tra_loss: 8.6526, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 11.1125, best_acc: 0.7701, best_epoch: 2
Epoch 23 tra_loss: 8.4866, tra_acc: 1.0000, tes_acc: 0.6054, tes_loss: 10.8228, best_acc: 0.7701, best_epoch: 2
