
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 16.3930, tra_acc: 0.8342, tes_acc: 0.2448, tes_loss: 17.6332, best_acc: 0.2448, best_epoch: 1
Epoch 1 tra_loss: 14.5736, tra_acc: 0.9929, tes_acc: 0.2448, tes_loss: 17.2087, best_acc: 0.2448, best_epoch: 1
Epoch 2 tra_loss: 13.8212, tra_acc: 1.0000, tes_acc: 0.4310, tes_loss: 16.6362, best_acc: 0.4310, best_epoch: 3
Epoch 3 tra_loss: 13.3294, tra_acc: 1.0000, tes_acc: 0.6069, tes_loss: 15.9511, best_acc: 0.6069, best_epoch: 4
Epoch 4 tra_loss: 12.8776, tra_acc: 1.0000, tes_acc: 0.5966, tes_loss: 15.1979, best_acc: 0.6069, best_epoch: 4
Epoch 5 tra_loss: 12.4497, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 14.5407, best_acc: 0.6069, best_epoch: 4
Epoch 6 tra_loss: 12.0373, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 14.0827, best_acc: 0.6069, best_epoch: 4
Epoch 7 tra_loss: 11.6345, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 13.6156, best_acc: 0.6069, best_epoch: 4
Epoch 8 tra_loss: 11.2508, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 13.3302, best_acc: 0.6069, best_epoch: 4
Epoch 9 tra_loss: 10.8663, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 13.0397, best_acc: 0.6069, best_epoch: 4
Epoch 10 tra_loss: 10.4997, tra_acc: 1.0000, tes_acc: 0.5069, tes_loss: 12.6082, best_acc: 0.6069, best_epoch: 4
Epoch 11 tra_loss: 10.1292, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 12.1823, best_acc: 0.6069, best_epoch: 4
Epoch 12 tra_loss: 9.7693, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.7107, best_acc: 0.6069, best_epoch: 4
Epoch 13 tra_loss: 9.4429, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.5616, best_acc: 0.6069, best_epoch: 4
Epoch 14 tra_loss: 9.1245, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.3292, best_acc: 0.6069, best_epoch: 4
Epoch 15 tra_loss: 8.8225, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.1450, best_acc: 0.6069, best_epoch: 4
Epoch 16 tra_loss: 8.5293, tra_acc: 1.0000, tes_acc: 0.5103, tes_loss: 10.8377, best_acc: 0.6069, best_epoch: 4
Epoch 17 tra_loss: 8.2525, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 10.6855, best_acc: 0.6069, best_epoch: 4
Epoch 18 tra_loss: 8.0206, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 10.3529, best_acc: 0.6069, best_epoch: 4
Epoch 19 tra_loss: 7.8175, tra_acc: 1.0000, tes_acc: 0.5069, tes_loss: 10.2784, best_acc: 0.6069, best_epoch: 4
Epoch 20 tra_loss: 7.6481, tra_acc: 1.0000, tes_acc: 0.4931, tes_loss: 9.9007, best_acc: 0.6069, best_epoch: 4
Epoch 21 tra_loss: 7.4967, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 10.0948, best_acc: 0.6069, best_epoch: 4
Epoch 22 tra_loss: 7.3268, tra_acc: 1.0000, tes_acc: 0.5172, tes_loss: 10.0267, best_acc: 0.6069, best_epoch: 4
Epoch 23 tra_loss: 7.2010, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 9.7481, best_acc: 0.6069, best_epoch: 4
Epoch 24 tra_loss: 7.0608, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 9.5792, best_acc: 0.6069, best_epoch: 4
Epoch 25 tra_loss: 6.9388, tra_acc: 1.0000, tes_acc: 0.5448, tes_loss: 9.4191, best_acc: 0.6069, best_epoch: 4
Epoch 26 tra_loss: 6.8313, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.9897, best_acc: 0.6069, best_epoch: 4
Epoch 27 tra_loss: 6.7015, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.9859, best_acc: 0.6069, best_epoch: 4
Epoch 28 tra_loss: 6.5875, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 8.7827, best_acc: 0.6069, best_epoch: 4
Epoch 29 tra_loss: 6.4293, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 8.8841, best_acc: 0.6069, best_epoch: 4
Epoch 30 tra_loss: 6.3148, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 8.7308, best_acc: 0.6069, best_epoch: 4
Epoch 31 tra_loss: 6.1988, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 8.5866, best_acc: 0.6069, best_epoch: 4
Epoch 32 tra_loss: 6.0902, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 8.6551, best_acc: 0.6069, best_epoch: 4
Epoch 33 tra_loss: 5.9784, tra_acc: 1.0000, tes_acc: 0.4897, tes_loss: 8.4115, best_acc: 0.6069, best_epoch: 4
Epoch 34 tra_loss: 5.8801, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.4412, best_acc: 0.6069, best_epoch: 4
Epoch 35 tra_loss: 5.7785, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.5400, best_acc: 0.6069, best_epoch: 4
Epoch 36 tra_loss: 5.6686, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.3123, best_acc: 0.6069, best_epoch: 4
Epoch 37 tra_loss: 5.5774, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.2060, best_acc: 0.6069, best_epoch: 4
Epoch 38 tra_loss: 5.5287, tra_acc: 1.0000, tes_acc: 0.6690, tes_loss: 7.9698, best_acc: 0.6690, best_epoch: 39
Epoch 39 tra_loss: 5.4466, tra_acc: 1.0000, tes_acc: 0.5621, tes_loss: 7.8668, best_acc: 0.6690, best_epoch: 39
Epoch 40 tra_loss: 5.3665, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.7025, best_acc: 0.6690, best_epoch: 39
Epoch 41 tra_loss: 5.2584, tra_acc: 1.0000, tes_acc: 0.6621, tes_loss: 7.4259, best_acc: 0.6690, best_epoch: 39
Epoch 42 tra_loss: 5.1854, tra_acc: 1.0000, tes_acc: 0.4103, tes_loss: 8.0333, best_acc: 0.6690, best_epoch: 39
Epoch 43 tra_loss: 5.1171, tra_acc: 1.0000, tes_acc: 0.3517, tes_loss: 7.9551, best_acc: 0.6690, best_epoch: 39
Epoch 44 tra_loss: 5.0347, tra_acc: 1.0000, tes_acc: 0.5586, tes_loss: 7.3820, best_acc: 0.6690, best_epoch: 39
Epoch 45 tra_loss: 4.9350, tra_acc: 1.0000, tes_acc: 0.5897, tes_loss: 7.3988, best_acc: 0.6690, best_epoch: 39
Epoch 46 tra_loss: 4.8435, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.4545, best_acc: 0.6690, best_epoch: 39
Epoch 47 tra_loss: 4.7555, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.6612, best_acc: 0.6690, best_epoch: 39
Epoch 48 tra_loss: 4.6731, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.8446, best_acc: 0.6690, best_epoch: 39
Epoch 49 tra_loss: 4.5923, tra_acc: 1.0000, tes_acc: 0.5000, tes_loss: 7.3302, best_acc: 0.6690, best_epoch: 39
Epoch 50 tra_loss: 4.5306, tra_acc: 1.0000, tes_acc: 0.5483, tes_loss: 7.6694, best_acc: 0.6690, best_epoch: 39
Epoch 51 tra_loss: 4.4601, tra_acc: 1.0000, tes_acc: 0.5276, tes_loss: 7.1024, best_acc: 0.6690, best_epoch: 39
Epoch 52 tra_loss: 4.3886, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.4121, best_acc: 0.6690, best_epoch: 39
Epoch 53 tra_loss: 4.3157, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.7509, best_acc: 0.6690, best_epoch: 39
Epoch 54 tra_loss: 4.2433, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.4492, best_acc: 0.6690, best_epoch: 39
Epoch 55 tra_loss: 4.1780, tra_acc: 1.0000, tes_acc: 0.5207, tes_loss: 7.0743, best_acc: 0.6690, best_epoch: 39
Epoch 56 tra_loss: 4.1288, tra_acc: 1.0000, tes_acc: 0.5103, tes_loss: 7.2204, best_acc: 0.6690, best_epoch: 39
Epoch 57 tra_loss: 4.1119, tra_acc: 1.0000, tes_acc: 0.4207, tes_loss: 7.9057, best_acc: 0.6690, best_epoch: 39
Epoch 58 tra_loss: 4.0842, tra_acc: 1.0000, tes_acc: 0.6724, tes_loss: 6.6834, best_acc: 0.6724, best_epoch: 59
Epoch 59 tra_loss: 4.0128, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.2481, best_acc: 0.6724, best_epoch: 59
Epoch 60 tra_loss: 3.9516, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 6.7083, best_acc: 0.6724, best_epoch: 59
Epoch 61 tra_loss: 3.8792, tra_acc: 1.0000, tes_acc: 0.7310, tes_loss: 6.1016, best_acc: 0.7310, best_epoch: 62
Epoch 62 tra_loss: 3.8228, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.5752, best_acc: 0.7310, best_epoch: 62
Epoch 63 tra_loss: 3.7640, tra_acc: 1.0000, tes_acc: 0.5310, tes_loss: 6.7193, best_acc: 0.7310, best_epoch: 62
