
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 16.5618, tra_acc: 0.8895, tes_acc: 0.3034, tes_loss: 17.6215, best_acc: 0.3034, best_epoch: 1
Epoch 1 tra_loss: 14.6299, tra_acc: 1.0000, tes_acc: 0.4897, tes_loss: 17.1284, best_acc: 0.4897, best_epoch: 2
Epoch 2 tra_loss: 13.8204, tra_acc: 1.0000, tes_acc: 0.4724, tes_loss: 16.4363, best_acc: 0.4897, best_epoch: 2
Epoch 3 tra_loss: 13.2757, tra_acc: 1.0000, tes_acc: 0.4517, tes_loss: 15.8829, best_acc: 0.4897, best_epoch: 2
Epoch 4 tra_loss: 12.7829, tra_acc: 1.0000, tes_acc: 0.5172, tes_loss: 15.4572, best_acc: 0.5172, best_epoch: 5
Epoch 5 tra_loss: 12.3602, tra_acc: 1.0000, tes_acc: 0.6483, tes_loss: 15.0182, best_acc: 0.6483, best_epoch: 6
Epoch 6 tra_loss: 11.9587, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 14.7240, best_acc: 0.6483, best_epoch: 6
Epoch 7 tra_loss: 11.5476, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 14.3928, best_acc: 0.6483, best_epoch: 6
Epoch 8 tra_loss: 11.1490, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 13.8075, best_acc: 0.6483, best_epoch: 6
Epoch 9 tra_loss: 10.7671, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 13.3901, best_acc: 0.6483, best_epoch: 6
Epoch 10 tra_loss: 10.3830, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 13.0088, best_acc: 0.6483, best_epoch: 6
Epoch 11 tra_loss: 10.0111, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 12.6299, best_acc: 0.6483, best_epoch: 6
Epoch 12 tra_loss: 9.6609, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 12.4071, best_acc: 0.6483, best_epoch: 6
Epoch 13 tra_loss: 9.3392, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 12.0318, best_acc: 0.6483, best_epoch: 6
Epoch 14 tra_loss: 9.0146, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.7271, best_acc: 0.6483, best_epoch: 6
Epoch 15 tra_loss: 8.7610, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 11.5903, best_acc: 0.6483, best_epoch: 6
Epoch 16 tra_loss: 8.4155, tra_acc: 1.0000, tes_acc: 0.5069, tes_loss: 11.3002, best_acc: 0.6483, best_epoch: 6
Epoch 17 tra_loss: 8.1470, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.0584, best_acc: 0.6483, best_epoch: 6
Epoch 18 tra_loss: 7.9180, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 11.0125, best_acc: 0.6483, best_epoch: 6
Epoch 19 tra_loss: 7.7209, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 10.8035, best_acc: 0.6483, best_epoch: 6
Epoch 20 tra_loss: 7.5501, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 10.6779, best_acc: 0.6483, best_epoch: 6
Epoch 21 tra_loss: 7.3844, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 10.5243, best_acc: 0.6483, best_epoch: 6
Epoch 22 tra_loss: 7.2325, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 10.4098, best_acc: 0.6483, best_epoch: 6
Epoch 23 tra_loss: 7.0967, tra_acc: 1.0000, tes_acc: 0.4862, tes_loss: 10.2146, best_acc: 0.6483, best_epoch: 6
Epoch 24 tra_loss: 6.9825, tra_acc: 1.0000, tes_acc: 0.3241, tes_loss: 10.5802, best_acc: 0.6483, best_epoch: 6
Epoch 25 tra_loss: 6.8636, tra_acc: 1.0000, tes_acc: 0.3345, tes_loss: 10.1556, best_acc: 0.6483, best_epoch: 6
Epoch 26 tra_loss: 6.7790, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 9.6329, best_acc: 0.6483, best_epoch: 6
Epoch 27 tra_loss: 6.7027, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 9.7719, best_acc: 0.6483, best_epoch: 6
Epoch 28 tra_loss: 6.5594, tra_acc: 1.0000, tes_acc: 0.5103, tes_loss: 9.5225, best_acc: 0.6483, best_epoch: 6
Epoch 29 tra_loss: 6.4899, tra_acc: 1.0000, tes_acc: 0.5138, tes_loss: 9.0399, best_acc: 0.6483, best_epoch: 6
Epoch 30 tra_loss: 6.3617, tra_acc: 1.0000, tes_acc: 0.4207, tes_loss: 9.1963, best_acc: 0.6483, best_epoch: 6
Epoch 31 tra_loss: 6.2845, tra_acc: 1.0000, tes_acc: 0.5793, tes_loss: 9.2824, best_acc: 0.6483, best_epoch: 6
Epoch 32 tra_loss: 6.1665, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 9.4932, best_acc: 0.6483, best_epoch: 6
Epoch 33 tra_loss: 6.0696, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 9.1944, best_acc: 0.6483, best_epoch: 6
Epoch 34 tra_loss: 5.9515, tra_acc: 1.0000, tes_acc: 0.5276, tes_loss: 8.9420, best_acc: 0.6483, best_epoch: 6
Epoch 35 tra_loss: 5.8446, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 9.2006, best_acc: 0.6483, best_epoch: 6
Epoch 36 tra_loss: 5.7528, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.9494, best_acc: 0.6483, best_epoch: 6
Epoch 37 tra_loss: 5.6446, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.8060, best_acc: 0.6483, best_epoch: 6
Epoch 38 tra_loss: 5.5395, tra_acc: 1.0000, tes_acc: 0.3483, tes_loss: 8.8045, best_acc: 0.6483, best_epoch: 6
Epoch 39 tra_loss: 5.4490, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.5943, best_acc: 0.6483, best_epoch: 6
Epoch 40 tra_loss: 5.3528, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.5202, best_acc: 0.6483, best_epoch: 6
Epoch 41 tra_loss: 5.2621, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.3449, best_acc: 0.6483, best_epoch: 6
Epoch 42 tra_loss: 5.1742, tra_acc: 1.0000, tes_acc: 0.3310, tes_loss: 8.3023, best_acc: 0.6483, best_epoch: 6
Epoch 43 tra_loss: 5.0898, tra_acc: 1.0000, tes_acc: 0.1414, tes_loss: 8.2498, best_acc: 0.6483, best_epoch: 6
Epoch 44 tra_loss: 5.0364, tra_acc: 1.0000, tes_acc: 0.2379, tes_loss: 7.9467, best_acc: 0.6483, best_epoch: 6
Epoch 45 tra_loss: 4.9797, tra_acc: 1.0000, tes_acc: 0.3690, tes_loss: 8.2082, best_acc: 0.6483, best_epoch: 6
Epoch 46 tra_loss: 5.0152, tra_acc: 1.0000, tes_acc: 0.4379, tes_loss: 7.4847, best_acc: 0.6483, best_epoch: 6
Epoch 47 tra_loss: 4.9048, tra_acc: 1.0000, tes_acc: 0.6069, tes_loss: 7.9923, best_acc: 0.6483, best_epoch: 6
Epoch 48 tra_loss: 4.8263, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.8363, best_acc: 0.6483, best_epoch: 6
Epoch 49 tra_loss: 4.7156, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 7.9258, best_acc: 0.6483, best_epoch: 6
Epoch 50 tra_loss: 4.6320, tra_acc: 1.0000, tes_acc: 0.5241, tes_loss: 7.8248, best_acc: 0.6483, best_epoch: 6
Epoch 51 tra_loss: 4.5563, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 7.7843, best_acc: 0.6483, best_epoch: 6
Epoch 52 tra_loss: 4.4761, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 8.0328, best_acc: 0.6483, best_epoch: 6
Epoch 53 tra_loss: 4.4010, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 7.8284, best_acc: 0.6483, best_epoch: 6
Epoch 54 tra_loss: 4.3435, tra_acc: 1.0000, tes_acc: 0.4207, tes_loss: 7.6048, best_acc: 0.6483, best_epoch: 6
Epoch 55 tra_loss: 4.2716, tra_acc: 1.0000, tes_acc: 0.4310, tes_loss: 7.5830, best_acc: 0.6483, best_epoch: 6
Epoch 56 tra_loss: 4.2180, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 7.1548, best_acc: 0.6483, best_epoch: 6
Epoch 57 tra_loss: 4.1494, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 7.0901, best_acc: 0.6483, best_epoch: 6
Epoch 58 tra_loss: 4.0911, tra_acc: 1.0000, tes_acc: 0.3345, tes_loss: 7.1009, best_acc: 0.6483, best_epoch: 6
Epoch 59 tra_loss: 4.0388, tra_acc: 1.0000, tes_acc: 0.5552, tes_loss: 6.8230, best_acc: 0.6483, best_epoch: 6
Epoch 60 tra_loss: 4.0033, tra_acc: 1.0000, tes_acc: 0.3276, tes_loss: 7.2521, best_acc: 0.6483, best_epoch: 6
Epoch 61 tra_loss: 3.9415, tra_acc: 1.0000, tes_acc: 0.6069, tes_loss: 6.5336, best_acc: 0.6483, best_epoch: 6
Epoch 62 tra_loss: 3.8888, tra_acc: 1.0000, tes_acc: 0.6310, tes_loss: 6.5636, best_acc: 0.6483, best_epoch: 6
Epoch 63 tra_loss: 3.8465, tra_acc: 1.0000, tes_acc: 0.6621, tes_loss: 6.4020, best_acc: 0.6621, best_epoch: 64
Epoch 64 tra_loss: 3.7917, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.8459, best_acc: 0.6621, best_epoch: 64
Epoch 65 tra_loss: 3.7408, tra_acc: 1.0000, tes_acc: 0.4276, tes_loss: 6.9379, best_acc: 0.6621, best_epoch: 64
Epoch 66 tra_loss: 3.6899, tra_acc: 1.0000, tes_acc: 0.4172, tes_loss: 6.7605, best_acc: 0.6621, best_epoch: 64
Epoch 67 tra_loss: 3.6520, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.5731, best_acc: 0.6621, best_epoch: 64
Epoch 68 tra_loss: 3.5954, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.5245, best_acc: 0.6621, best_epoch: 64
Epoch 69 tra_loss: 3.5699, tra_acc: 1.0000, tes_acc: 0.3276, tes_loss: 6.2964, best_acc: 0.6621, best_epoch: 64
Epoch 70 tra_loss: 3.5135, tra_acc: 1.0000, tes_acc: 0.7414, tes_loss: 6.3247, best_acc: 0.7414, best_epoch: 71
Epoch 71 tra_loss: 3.4730, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.6128, best_acc: 0.7414, best_epoch: 71
Epoch 72 tra_loss: 3.4844, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.8162, best_acc: 0.7414, best_epoch: 71
Epoch 73 tra_loss: 3.5118, tra_acc: 1.0000, tes_acc: 0.2931, tes_loss: 6.5481, best_acc: 0.7414, best_epoch: 71
Epoch 74 tra_loss: 3.4287, tra_acc: 1.0000, tes_acc: 0.6069, tes_loss: 6.1462, best_acc: 0.7414, best_epoch: 71
Epoch 75 tra_loss: 3.3701, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 6.1226, best_acc: 0.7414, best_epoch: 71
Epoch 76 tra_loss: 3.3318, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.0996, best_acc: 0.7414, best_epoch: 71
Epoch 77 tra_loss: 3.2660, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 6.3902, best_acc: 0.7414, best_epoch: 71
Epoch 78 tra_loss: 3.2221, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.2757, best_acc: 0.7414, best_epoch: 71
Epoch 79 tra_loss: 3.1669, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.2690, best_acc: 0.7414, best_epoch: 71
Epoch 80 tra_loss: 3.1175, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.4993, best_acc: 0.7414, best_epoch: 71
Epoch 81 tra_loss: 3.0831, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.0697, best_acc: 0.7414, best_epoch: 71
Epoch 82 tra_loss: 3.0325, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.4992, best_acc: 0.7414, best_epoch: 71
Epoch 83 tra_loss: 2.9782, tra_acc: 1.0000, tes_acc: 0.5069, tes_loss: 5.8543, best_acc: 0.7414, best_epoch: 71
Epoch 84 tra_loss: 2.9295, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.1071, best_acc: 0.7414, best_epoch: 71
Epoch 85 tra_loss: 2.8985, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 6.0767, best_acc: 0.7414, best_epoch: 71
Epoch 86 tra_loss: 2.8772, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 5.7929, best_acc: 0.7414, best_epoch: 71
Epoch 87 tra_loss: 2.8210, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 5.6172, best_acc: 0.7414, best_epoch: 71
Epoch 88 tra_loss: 2.7832, tra_acc: 1.0000, tes_acc: 0.6172, tes_loss: 5.5535, best_acc: 0.7414, best_epoch: 71
Epoch 89 tra_loss: 2.7704, tra_acc: 1.0000, tes_acc: 0.6103, tes_loss: 5.4271, best_acc: 0.7414, best_epoch: 71
Epoch 90 tra_loss: 2.7127, tra_acc: 1.0000, tes_acc: 0.5690, tes_loss: 5.5184, best_acc: 0.7414, best_epoch: 71
Epoch 91 tra_loss: 2.6640, tra_acc: 1.0000, tes_acc: 0.4172, tes_loss: 6.1239, best_acc: 0.7414, best_epoch: 71
Epoch 92 tra_loss: 2.6352, tra_acc: 1.0000, tes_acc: 0.6034, tes_loss: 5.5370, best_acc: 0.7414, best_epoch: 71
Epoch 93 tra_loss: 2.5910, tra_acc: 1.0000, tes_acc: 0.3310, tes_loss: 6.1158, best_acc: 0.7414, best_epoch: 71
Epoch 94 tra_loss: 2.5497, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 5.5890, best_acc: 0.7414, best_epoch: 71
Epoch 95 tra_loss: 2.5047, tra_acc: 1.0000, tes_acc: 0.6379, tes_loss: 5.3640, best_acc: 0.7414, best_epoch: 71
Epoch 96 tra_loss: 2.4699, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 5.2297, best_acc: 0.7414, best_epoch: 71
Epoch 97 tra_loss: 2.4490, tra_acc: 1.0000, tes_acc: 0.5345, tes_loss: 5.2684, best_acc: 0.7414, best_epoch: 71
Epoch 98 tra_loss: 2.4042, tra_acc: 1.0000, tes_acc: 0.6310, tes_loss: 4.4564, best_acc: 0.7414, best_epoch: 71
Epoch 99 tra_loss: 2.3623, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 5.6825, best_acc: 0.7414, best_epoch: 71
Epoch 100 tra_loss: 2.3167, tra_acc: 1.0000, tes_acc: 0.7000, tes_loss: 5.2451, best_acc: 0.7414, best_epoch: 71
Epoch 101 tra_loss: 2.2788, tra_acc: 1.0000, tes_acc: 0.3414, tes_loss: 5.7986, best_acc: 0.7414, best_epoch: 71
Epoch 102 tra_loss: 2.2473, tra_acc: 1.0000, tes_acc: 0.6000, tes_loss: 5.2154, best_acc: 0.7414, best_epoch: 71
Epoch 103 tra_loss: 2.2056, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 5.4380, best_acc: 0.7414, best_epoch: 71
Epoch 104 tra_loss: 2.1709, tra_acc: 1.0000, tes_acc: 0.3241, tes_loss: 5.4395, best_acc: 0.7414, best_epoch: 71
Epoch 105 tra_loss: 2.1207, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 5.4528, best_acc: 0.7414, best_epoch: 71
Epoch 106 tra_loss: 2.0896, tra_acc: 1.0000, tes_acc: 0.6034, tes_loss: 5.1298, best_acc: 0.7414, best_epoch: 71
Epoch 107 tra_loss: 2.0723, tra_acc: 1.0000, tes_acc: 0.4345, tes_loss: 5.2641, best_acc: 0.7414, best_epoch: 71
Epoch 108 tra_loss: 2.1048, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 5.0773, best_acc: 0.7414, best_epoch: 71
Epoch 109 tra_loss: 2.0229, tra_acc: 1.0000, tes_acc: 0.6621, tes_loss: 4.8167, best_acc: 0.7414, best_epoch: 71
Epoch 110 tra_loss: 1.9941, tra_acc: 1.0000, tes_acc: 0.4759, tes_loss: 5.9029, best_acc: 0.7414, best_epoch: 71
Epoch 111 tra_loss: 1.9567, tra_acc: 1.0000, tes_acc: 0.5621, tes_loss: 4.3594, best_acc: 0.7414, best_epoch: 71
Epoch 112 tra_loss: 1.9170, tra_acc: 1.0000, tes_acc: 0.6448, tes_loss: 4.6154, best_acc: 0.7414, best_epoch: 71
Epoch 113 tra_loss: 1.8944, tra_acc: 1.0000, tes_acc: 0.3172, tes_loss: 6.2958, best_acc: 0.7414, best_epoch: 71
Epoch 114 tra_loss: 1.8546, tra_acc: 1.0000, tes_acc: 0.6207, tes_loss: 4.7692, best_acc: 0.7414, best_epoch: 71
Epoch 115 tra_loss: 1.8240, tra_acc: 1.0000, tes_acc: 0.4172, tes_loss: 6.4237, best_acc: 0.7414, best_epoch: 71
Epoch 116 tra_loss: 1.7803, tra_acc: 1.0000, tes_acc: 0.5655, tes_loss: 4.6081, best_acc: 0.7414, best_epoch: 71
Epoch 117 tra_loss: 1.7411, tra_acc: 1.0000, tes_acc: 0.4172, tes_loss: 4.8940, best_acc: 0.7414, best_epoch: 71
Epoch 118 tra_loss: 1.7168, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 4.9709, best_acc: 0.7414, best_epoch: 71
Epoch 119 tra_loss: 1.6824, tra_acc: 1.0000, tes_acc: 0.6345, tes_loss: 4.4983, best_acc: 0.7414, best_epoch: 71
Epoch 120 tra_loss: 1.6651, tra_acc: 1.0000, tes_acc: 0.2103, tes_loss: 6.4073, best_acc: 0.7414, best_epoch: 71
Epoch 121 tra_loss: 1.6748, tra_acc: 1.0000, tes_acc: 0.3276, tes_loss: 6.4090, best_acc: 0.7414, best_epoch: 71
Epoch 122 tra_loss: 1.5874, tra_acc: 1.0000, tes_acc: 0.4552, tes_loss: 5.2319, best_acc: 0.7414, best_epoch: 71
Epoch 123 tra_loss: 1.5500, tra_acc: 1.0000, tes_acc: 0.5724, tes_loss: 4.7685, best_acc: 0.7414, best_epoch: 71
