
---------------------------------------------------------------------start subect:1---------------------------------------------------------------------
 Epoch 0 tra_loss: 14.4231, tra_acc: 0.8581, tes_acc: 0.3142, tes_loss: 15.7780, best_acc: 0.3142, best_epoch: 1
Epoch 1 tra_loss: 12.6303, tra_acc: 1.0000, tes_acc: 0.3525, tes_loss: 14.7732, best_acc: 0.3525, best_epoch: 2
Epoch 2 tra_loss: 11.7116, tra_acc: 1.0000, tes_acc: 0.6973, tes_loss: 13.5531, best_acc: 0.6973, best_epoch: 3
Epoch 3 tra_loss: 10.9119, tra_acc: 1.0000, tes_acc: 0.6973, tes_loss: 12.9576, best_acc: 0.6973, best_epoch: 3
Epoch 4 tra_loss: 10.3270, tra_acc: 1.0000, tes_acc: 0.6475, tes_loss: 12.4366, best_acc: 0.6973, best_epoch: 3
Epoch 5 tra_loss: 9.8164, tra_acc: 1.0000, tes_acc: 0.6475, tes_loss: 12.2481, best_acc: 0.6973, best_epoch: 3
Epoch 6 tra_loss: 9.3676, tra_acc: 1.0000, tes_acc: 0.6475, tes_loss: 11.6827, best_acc: 0.6973, best_epoch: 3
Epoch 7 tra_loss: 8.9865, tra_acc: 1.0000, tes_acc: 0.6284, tes_loss: 11.3570, best_acc: 0.6973, best_epoch: 3
Epoch 8 tra_loss: 8.5931, tra_acc: 1.0000, tes_acc: 0.5862, tes_loss: 10.8606, best_acc: 0.6973, best_epoch: 3
Epoch 9 tra_loss: 8.2402, tra_acc: 1.0000, tes_acc: 0.5709, tes_loss: 10.3636, best_acc: 0.6973, best_epoch: 3
Epoch 10 tra_loss: 7.8910, tra_acc: 1.0000, tes_acc: 0.5670, tes_loss: 9.9425, best_acc: 0.6973, best_epoch: 3
Epoch 11 tra_loss: 7.5571, tra_acc: 1.0000, tes_acc: 0.5096, tes_loss: 9.3253, best_acc: 0.6973, best_epoch: 3
Epoch 12 tra_loss: 7.2407, tra_acc: 1.0000, tes_acc: 0.6130, tes_loss: 9.2312, best_acc: 0.6973, best_epoch: 3
Epoch 13 tra_loss: 6.9634, tra_acc: 1.0000, tes_acc: 0.4751, tes_loss: 8.7702, best_acc: 0.6973, best_epoch: 3
Epoch 14 tra_loss: 6.6990, tra_acc: 1.0000, tes_acc: 0.5517, tes_loss: 8.8285, best_acc: 0.6973, best_epoch: 3
